"TreeID","species","SPlocation","Score","Date","Year","JulianDay"
6,"quercus.robur","Elm slope","2",2010-04-21,"2010",111
7,"quercus.robur","Elm slope","2",2011-04-05,"2011",95
7,"quercus.robur","Elm slope","2",2021-04-27,"2021",117
7,"quercus.robur","Elm slope","2",2009-03-28,"2009",87
7,"quercus.robur","Elm slope","2",2013-04-28,"2013",118
7,"quercus.robur","Elm slope","2",2015-04-18,"2015",108
8,"quercus.robur","Farm wood","2",2007-04-06,"2007",96
8,"quercus.robur","Farm wood","2",2010-04-16,"2010",106
8,"quercus.robur","Farm wood","2",2012-04-01,"2012",92
8,"quercus.robur","Farm wood","2",2016-04-27,"2016",118
8,"quercus.robur","Farm wood","2",2008-04-25,"2008",116
9,"quercus.robur","Farm wood","2",2012-03-27,"2012",87
9,"quercus.robur","Farm wood","2",2010-04-10,"2010",100
9,"quercus.robur","Farm wood","2",2007-04-04,"2007",94
9,"quercus.robur","Farm wood","2",2008-04-01,"2008",92
10,"quercus.robur","Farm wood","2",2016-04-22,"2016",113
10,"quercus.robur","Farm wood","2",2007-04-06,"2007",96
10,"quercus.robur","Farm wood","2",2009-04-12,"2009",102
10,"quercus.robur","Farm wood","2",2015-04-09,"2015",99
10,"quercus.robur","Farm wood","2",2018-04-17,"2018",107
10,"quercus.robur","Farm wood","2",2012-03-27,"2012",87
10,"quercus.robur","Farm wood","2",2017-04-08,"2017",98
11,"quercus.robur","Farm wood","2",2010-04-22,"2010",112
11,"quercus.robur","Farm wood","2",2012-03-29,"2012",89
11,"quercus.robur","Farm wood","2",2015-04-09,"2015",99
11,"quercus.robur","Farm wood","2",2021-05-06,"2021",126
12,"quercus.robur","Farm wood","2",2008-04-05,"2008",96
12,"quercus.robur","Farm wood","2",2015-04-11,"2015",101
12,"quercus.robur","Farm wood","2",2010-04-18,"2010",108
12,"quercus.robur","Farm wood","2",2022-04-05,"2022",95
12,"quercus.robur","Farm wood","2",2018-04-17,"2018",107
12,"quercus.robur","Farm wood","2",2023-04-19,"2023",109
12,"quercus.robur","Farm wood","2",2007-04-04,"2007",94
12,"quercus.robur","Farm wood","2",2021-04-19,"2021",109
12,"quercus.robur","Farm wood","2",2013-04-24,"2013",114
13,"quercus.robur","Farm wood","2",2007-04-08,"2007",98
13,"quercus.robur","Farm wood","2",2012-04-11,"2012",102
13,"quercus.robur","Farm wood","2",2010-04-12,"2010",102
14,"quercus.robur","Farm wood","2",2018-04-17,"2018",107
14,"quercus.robur","Farm wood","2",2015-04-14,"2015",104
14,"quercus.robur","Farm wood","2",2022-04-12,"2022",102
14,"quercus.robur","Farm wood","2",2010-04-12,"2010",102
14,"quercus.robur","Farm wood","2",2021-04-29,"2021",119
14,"quercus.robur","Farm wood","2",2009-04-10,"2009",100
14,"quercus.robur","Farm wood","2",2013-04-24,"2013",114
15,"quercus.robur","Farm wood","2",2007-04-06,"2007",96
15,"quercus.robur","Farm wood","2",2015-04-14,"2015",104
15,"quercus.robur","Farm wood","2",2009-04-04,"2009",94
15,"quercus.robur","Farm wood","2",2018-04-17,"2018",107
15,"quercus.robur","Farm wood","2",2016-04-16,"2016",107
15,"quercus.robur","Farm wood","2",2022-04-08,"2022",98
15,"quercus.robur","Farm wood","2",2012-04-09,"2012",100
15,"quercus.robur","Farm wood","2",2013-04-26,"2013",116
16,"quercus.robur","Nursery Field","2",2023-04-19,"2023",109
16,"quercus.robur","Nursery Field","2",2009-03-30,"2009",89
16,"quercus.robur","Nursery Field","2",2022-04-07,"2022",97
16,"quercus.robur","Nursery Field","2",2015-04-19,"2015",109
16,"quercus.robur","Nursery Field","2",2007-04-04,"2007",94
16,"quercus.robur","Nursery Field","2",2008-04-06,"2008",97
17,"quercus.robur","Nursery Field","2",2009-04-02,"2009",92
17,"quercus.robur","Nursery Field","2",2015-04-16,"2015",106
17,"quercus.robur","Nursery Field","2",2008-04-24,"2008",115
17,"quercus.robur","Nursery Field","2",2016-04-19,"2016",110
17,"quercus.robur","Nursery Field","2",2023-04-19,"2023",109
17,"quercus.robur","Nursery Field","2",2021-05-06,"2021",126
17,"quercus.robur","Nursery Field","2",2018-04-17,"2018",107
17,"quercus.robur","Nursery Field","2",2012-04-03,"2012",94
17,"quercus.robur","Nursery Field","2",2017-04-08,"2017",98
17,"quercus.robur","Nursery Field","2",2022-04-12,"2022",102
17,"quercus.robur","Nursery Field","2",2013-04-28,"2013",118
19,"quercus.robur","Nursery Field","2",2010-04-22,"2010",112
19,"quercus.robur","Nursery Field","2",2016-04-27,"2016",118
19,"quercus.robur","Nursery Field","2",2017-04-17,"2017",107
19,"quercus.robur","Nursery Field","2",2012-04-13,"2012",104
19,"quercus.robur","Nursery Field","2",2018-04-21,"2018",111
19,"quercus.robur","Nursery Field","2",2007-04-06,"2007",96
20,"quercus.robur","Nursery Field","2",2012-04-15,"2012",106
20,"quercus.robur","Nursery Field","2",2016-05-05,"2016",126
20,"quercus.robur","Nursery Field","2",2010-04-30,"2010",120
21,"quercus.robur","Nursery Field","2",2012-04-03,"2012",94
21,"quercus.robur","Nursery Field","2",2013-04-28,"2013",118
21,"quercus.robur","Nursery Field","2",2016-04-22,"2016",113
21,"quercus.robur","Nursery Field","2",2015-04-21,"2015",111
21,"quercus.robur","Nursery Field","2",2009-04-12,"2009",102
21,"quercus.robur","Nursery Field","2",2008-04-24,"2008",115
21,"quercus.robur","Nursery Field","2",2007-04-10,"2007",100
22,"quercus.robur","Nursery Field","2",2013-04-28,"2013",118
22,"quercus.robur","Nursery Field","2",2009-04-08,"2009",98
22,"quercus.robur","Nursery Field","2",2012-04-09,"2012",100
22,"quercus.robur","Nursery Field","2",2017-04-08,"2017",98
22,"quercus.robur","Nursery Field","2",2007-04-06,"2007",96
22,"quercus.robur","Nursery Field","2",2016-04-19,"2016",110
22,"quercus.robur","Nursery Field","2",2023-04-19,"2023",109
23,"quercus.robur","Nursery Field","2",2021-04-29,"2021",119
23,"quercus.robur","Nursery Field","2",2010-04-10,"2010",100
23,"quercus.robur","Nursery Field","2",2007-04-06,"2007",96
23,"quercus.robur","Nursery Field","2",2016-04-16,"2016",107
23,"quercus.robur","Nursery Field","2",2022-04-07,"2022",97
23,"quercus.robur","Nursery Field","2",2018-04-17,"2018",107
23,"quercus.robur","Nursery Field","2",2023-04-19,"2023",109
24,"quercus.robur","Nursery Field","2",2012-04-03,"2012",94
24,"quercus.robur","Nursery Field","2",2017-04-10,"2017",100
24,"quercus.robur","Nursery Field","2",2021-04-29,"2021",119
24,"quercus.robur","Nursery Field","2",2023-04-27,"2023",117
24,"quercus.robur","Nursery Field","2",2010-04-22,"2010",112
24,"quercus.robur","Nursery Field","2",2016-04-16,"2016",107
24,"quercus.robur","Nursery Field","2",2007-04-06,"2007",96
26,"quercus.robur","Drive hill","2",2018-04-19,"2018",109
26,"quercus.robur","Drive hill","2",2010-04-19,"2010",109
26,"quercus.robur","Drive hill","2",2009-03-28,"2009",87
26,"quercus.robur","Drive hill","2",2011-04-05,"2011",95
26,"quercus.robur","Drive hill","2",2013-04-26,"2013",116
26,"quercus.robur","Drive hill","2",2012-04-20,"2012",111
26,"quercus.robur","Drive hill","2",2007-04-06,"2007",96
26,"quercus.robur","Drive hill","2",2008-04-22,"2008",113
27,"quercus.robur","Drive Hill","2",2013-04-26,"2013",116
27,"quercus.robur","Drive Hill","2",2018-04-19,"2018",109
27,"quercus.robur","Drive Hill","2",2015-04-13,"2015",103
27,"quercus.robur","Drive Hill","2",2011-04-07,"2011",97
27,"quercus.robur","Drive Hill","2",2010-04-19,"2010",109
27,"quercus.robur","Drive Hill","2",2016-04-17,"2016",108
27,"quercus.robur","Drive Hill","2",2012-04-02,"2012",93
28,"quercus.robur","Elm slope","2",2009-04-16,"2009",106
28,"quercus.robur","Elm slope","2",2011-04-09,"2011",99
28,"quercus.robur","Elm slope","2",2023-04-28,"2023",118
28,"quercus.robur","Elm slope","2",2017-04-06,"2017",96
28,"quercus.robur","Elm slope","2",2016-04-14,"2016",105
28,"quercus.robur","Elm slope","2",2010-04-25,"2010",115
28,"quercus.robur","Elm slope","2",2021-04-27,"2021",117
28,"quercus.robur","Elm slope","2",2013-04-26,"2013",116
28,"quercus.robur","Elm slope","2",2007-04-08,"2007",98
28,"quercus.robur","Elm slope","2",2008-04-21,"2008",112
28,"quercus.robur","Elm slope","2",2012-03-26,"2012",86
29,"quercus.robur","Elm slope","2",2008-04-05,"2008",96
29,"quercus.robur","Elm slope","2",2009-03-30,"2009",89
29,"quercus.robur","Elm slope","2",2013-04-22,"2013",112
29,"quercus.robur","Elm slope","2",2011-04-03,"2011",93
29,"quercus.robur","Elm slope","2",2012-03-28,"2012",88
30,"quercus.robur","Elm slope","2",2012-04-06,"2012",97
30,"quercus.robur","Elm slope","2",2021-04-27,"2021",117
30,"quercus.robur","Elm slope","2",2022-04-11,"2022",101
30,"quercus.robur","Elm slope","2",2013-04-24,"2013",114
30,"quercus.robur","Elm slope","2",2011-04-07,"2011",97
31,"quercus.robur","Elm slope","2",2008-04-25,"2008",116
31,"quercus.robur","Elm slope","2",2023-04-28,"2023",118
31,"quercus.robur","Elm slope","2",2022-04-20,"2022",110
31,"quercus.robur","Elm slope","2",2012-03-28,"2012",88
31,"quercus.robur","Elm slope","2",2009-04-18,"2009",108
31,"quercus.robur","Elm slope","2",2007-04-06,"2007",96
31,"quercus.robur","Elm slope","2",2013-04-28,"2013",118
31,"quercus.robur","Elm slope","2",2017-04-06,"2017",96
31,"quercus.robur","Elm slope","2",2011-04-07,"2011",97
31,"quercus.robur","Elm slope","2",2015-04-19,"2015",109
31,"quercus.robur","Elm slope","2",2016-04-18,"2016",109
32,"quercus.robur","Elm slope","2",2007-04-04,"2007",94
32,"quercus.robur","Elm slope","2",2021-04-27,"2021",117
32,"quercus.robur","Elm slope","2",2013-04-26,"2013",116
33,"quercus.robur","Elm slope","2",2023-04-18,"2023",108
33,"quercus.robur","Elm slope","2",2021-05-03,"2021",123
33,"quercus.robur","Elm slope","2",2013-04-26,"2013",116
33,"quercus.robur","Elm slope","2",2007-04-10,"2007",100
33,"quercus.robur","Elm slope","2",2011-04-11,"2011",101
38,"quercus.robur","Gunnes's hill","2",2013-04-30,"2013",120
38,"quercus.robur","Gunnes's hill","2",2011-04-07,"2011",97
38,"quercus.robur","Gunnes's hill","2",2007-04-04,"2007",94
39,"quercus.robur","Gunnes's hill","2",2007-04-04,"2007",94
39,"quercus.robur","Gunnes's hill","2",2011-04-07,"2011",97
39,"quercus.robur","Gunnes's hill","2",2021-04-27,"2021",117
39,"quercus.robur","Gunnes's hill","2",2018-04-20,"2018",110
41,"quercus.robur","Gunnes's hill","2",2007-04-06,"2007",96
41,"quercus.robur","Gunnes's hill","2",2021-04-27,"2021",117
41,"quercus.robur","Gunnes's hill","2",2022-04-11,"2022",101
42,"quercus.robur","Gunnes's hill","2",2021-04-27,"2021",117
42,"quercus.robur","Gunnes's hill","2",2007-04-04,"2007",94
42,"quercus.robur","Gunnes's hill","2",2011-04-05,"2011",95
42,"quercus.robur","Gunnes's hill","2",2022-04-11,"2022",101
42,"quercus.robur","Gunnes's hill","2",2013-04-26,"2013",116
44,"quercus.robur","Gunnes's hill","2",2016-05-03,"2016",124
44,"quercus.robur","Gunnes's hill","2",2013-04-30,"2013",120
44,"quercus.robur","Gunnes's hill","2",2017-04-13,"2017",103
44,"quercus.robur","Gunnes's hill","2",2011-04-15,"2011",105
44,"quercus.robur","Gunnes's hill","2",2018-04-20,"2018",110
44,"quercus.robur","Gunnes's hill","2",2022-04-11,"2022",101
45,"quercus.robur","Gunnes's hill","2",2013-05-04,"2013",124
45,"quercus.robur","Gunnes's hill","2",2022-04-25,"2022",115
45,"quercus.robur","Gunnes's hill","2",2011-04-07,"2011",97
46,"quercus.robur","Gunnes's hill","2",2021-04-27,"2021",117
46,"quercus.robur","Gunnes's hill","2",2015-04-18,"2015",108
46,"quercus.robur","Gunnes's hill","2",2016-04-25,"2016",116
46,"quercus.robur","Gunnes's hill","2",2012-04-14,"2012",105
46,"quercus.robur","Gunnes's hill","2",2013-05-02,"2013",122
46,"quercus.robur","Gunnes's hill","2",2008-04-20,"2008",111
46,"quercus.robur","Gunnes's hill","2",2017-04-10,"2017",100
46,"quercus.robur","Gunnes's hill","2",2007-04-06,"2007",96
46,"quercus.robur","Gunnes's hill","2",2023-04-26,"2023",116
46,"quercus.robur","Gunnes's hill","2",2011-04-09,"2011",99
47,"quercus.robur","Gunnes's hill","2",2017-04-11,"2017",101
47,"quercus.robur","Gunnes's hill","2",2012-04-06,"2012",97
47,"quercus.robur","Gunnes's hill","2",2013-05-02,"2013",122
47,"quercus.robur","Gunnes's hill","2",2021-05-03,"2021",123
47,"quercus.robur","Gunnes's hill","2",2007-04-12,"2007",102
47,"quercus.robur","Gunnes's hill","2",2016-04-25,"2016",116
47,"quercus.robur","Gunnes's hill","2",2011-04-11,"2011",101
49,"quercus.robur","Gunnes's hill","2",2018-04-20,"2018",110
49,"quercus.robur","Gunnes's hill","2",2007-04-16,"2007",106
49,"quercus.robur","Gunnes's hill","2",2009-04-20,"2009",110
49,"quercus.robur","Gunnes's hill","2",2013-05-08,"2013",128
49,"quercus.robur","Gunnes's hill","2",2008-04-25,"2008",116
49,"quercus.robur","Gunnes's hill","2",2015-04-30,"2015",120
49,"quercus.robur","Gunnes's hill","2",2016-05-03,"2016",124
49,"quercus.robur","Gunnes's hill","2",2022-04-11,"2022",101
49,"quercus.robur","Gunnes's hill","2",2017-04-15,"2017",105
49,"quercus.robur","Gunnes's hill","2",2011-04-07,"2011",97
49,"quercus.robur","Gunnes's hill","2",2012-04-18,"2012",109
50,"quercus.robur","Gunnes's hill","2",2013-04-28,"2013",118
50,"quercus.robur","Gunnes's hill","2",2007-04-08,"2007",98
50,"quercus.robur","Gunnes's hill","2",2011-04-09,"2011",99
53,"quercus.robur","Gunnes's hill","2",2007-04-06,"2007",96
53,"quercus.robur","Gunnes's hill","2",2021-04-08,"2021",98
53,"quercus.robur","Gunnes's hill","2",2013-04-30,"2013",120
53,"quercus.robur","Gunnes's hill","2",2011-04-07,"2011",97
54,"quercus.robur","Gunnes's hill","2",2013-05-04,"2013",124
54,"quercus.robur","Gunnes's hill","2",2007-04-14,"2007",104
54,"quercus.robur","Gunnes's hill","2",2011-04-09,"2011",99
55,"quercus.robur","Gunnes's hill","2",2007-04-06,"2007",96
55,"quercus.robur","Gunnes's hill","2",2011-04-09,"2011",99
55,"quercus.robur","Gunnes's hill","2",2023-04-26,"2023",116
56,"quercus.robur","Gunnes's hill","2",2011-04-11,"2011",101
56,"quercus.robur","Gunnes's hill","2",2013-05-02,"2013",122
56,"quercus.robur","Gunnes's hill","2",2007-04-06,"2007",96
61,"quercus.robur","Gunnes's hill","2",2009-04-06,"2009",96
61,"quercus.robur","Gunnes's hill","2",2015-04-13,"2015",103
61,"quercus.robur","Gunnes's hill","2",2022-04-07,"2022",97
61,"quercus.robur","Gunnes's hill","2",2007-04-02,"2007",92
61,"quercus.robur","Gunnes's hill","2",2012-04-02,"2012",93
61,"quercus.robur","Gunnes's hill","2",2008-04-03,"2008",94
61,"quercus.robur","Gunnes's hill","2",2021-04-27,"2021",117
62,"quercus.robur","Gunnes's hill","2",2007-04-06,"2007",96
62,"quercus.robur","Gunnes's hill","2",2018-04-20,"2018",110
62,"quercus.robur","Gunnes's hill","2",2011-04-07,"2011",97
62,"quercus.robur","Gunnes's hill","2",2013-04-26,"2013",116
62,"quercus.robur","Gunnes's hill","2",2023-04-26,"2023",116
63,"quercus.robur","Gunnes's hill","2",2007-04-06,"2007",96
63,"quercus.robur","Gunnes's hill","2",2011-04-07,"2011",97
63,"quercus.robur","Gunnes's hill","2",2013-04-30,"2013",120
64,"quercus.robur","Gunnes's hill","2",2007-04-04,"2007",94
64,"quercus.robur","Gunnes's hill","2",2013-04-30,"2013",120
64,"quercus.robur","Gunnes's hill","2",2011-04-07,"2011",97
65,"quercus.robur","Merten's acres","2",2007-04-06,"2007",96
65,"quercus.robur","Merten's acres","2",2011-04-08,"2011",98
65,"quercus.robur","Merten's acres","2",2013-04-25,"2013",115
69,"quercus.robur","Merten's acres","2",2007-04-04,"2007",94
69,"quercus.robur","Merten's acres","2",2013-04-25,"2013",115
69,"quercus.robur","Merten's acres","2",2011-04-04,"2011",94
69,"quercus.robur","Merten's acres","2",2015-04-17,"2015",107
71,"quercus.robur","Merten's acres","2",2007-04-08,"2007",98
71,"quercus.robur","Merten's acres","2",2011-04-08,"2011",98
71,"quercus.robur","Merten's acres","2",2021-04-26,"2021",116
74,"quercus.robur","Merten's acres","2",2013-04-25,"2013",115
74,"quercus.robur","Merten's acres","2",2011-04-06,"2011",96
74,"quercus.robur","Merten's acres","2",2007-04-06,"2007",96
77,"quercus.robur","Merten's acres","2",2011-04-06,"2011",96
77,"quercus.robur","Merten's acres","2",2016-04-13,"2016",104
77,"quercus.robur","Merten's acres","2",2013-04-25,"2013",115
77,"quercus.robur","Merten's acres","2",2022-04-20,"2022",110
77,"quercus.robur","Merten's acres","2",2007-04-06,"2007",96
80,"quercus.robur","Merten's acres","2",2007-04-02,"2007",92
80,"quercus.robur","Merten's acres","2",2011-04-02,"2011",92
80,"quercus.robur","Merten's acres","2",2013-04-25,"2013",115
80,"quercus.robur","Merten's acres","2",2021-04-20,"2021",110
80,"quercus.robur","Merten's acres","2",2022-04-04,"2022",94
80,"quercus.robur","Merten's acres","2",2015-04-14,"2015",104
80,"quercus.robur","Merten's acres","2",2008-04-07,"2008",98
80,"quercus.robur","Merten's acres","2",2018-04-17,"2018",107
81,"quercus.robur","Merten's acres","2",2011-04-06,"2011",96
81,"quercus.robur","Merten's acres","2",2013-04-25,"2013",115
81,"quercus.robur","Merten's acres","2",2007-04-06,"2007",96
82,"quercus.robur","Merten's acres","2",2022-04-04,"2022",94
82,"quercus.robur","Merten's acres","2",2013-04-25,"2013",115
82,"quercus.robur","Merten's acres","2",2007-04-02,"2007",92
82,"quercus.robur","Merten's acres","2",2011-04-06,"2011",96
83,"quercus.robur","Merten's acres","2",2007-04-12,"2007",102
83,"quercus.robur","Merten's acres","2",2011-04-12,"2011",102
83,"quercus.robur","Merten's acres","2",2015-04-23,"2015",113
83,"quercus.robur","Merten's acres","2",2022-04-20,"2022",110
83,"quercus.robur","Merten's acres","2",2017-04-15,"2017",105
83,"quercus.robur","Merten's acres","2",2013-05-01,"2013",121
88,"quercus.robur","Merten's acres","2",2008-04-05,"2008",96
88,"quercus.robur","Merten's acres","2",2007-04-02,"2007",92
88,"quercus.robur","Merten's acres","2",2013-04-25,"2013",115
89,"quercus.robur","Merten's acres","2",2016-04-18,"2016",109
89,"quercus.robur","Merten's acres","2",2017-04-15,"2017",105
89,"quercus.robur","Merten's acres","2",2022-04-20,"2022",110
89,"quercus.robur","Merten's acres","2",2011-04-08,"2011",98
89,"quercus.robur","Merten's acres","2",2007-04-04,"2007",94
90,"quercus.robur","Merten's acres","2",2016-04-18,"2016",109
90,"quercus.robur","Merten's acres","2",2008-04-07,"2008",98
90,"quercus.robur","Merten's acres","2",2007-04-04,"2007",94
92,"quercus.robur","Merten's acres","2",2012-04-24,"2012",115
92,"quercus.robur","Merten's acres","2",2016-04-18,"2016",109
92,"quercus.robur","Merten's acres","2",2007-04-04,"2007",94
92,"quercus.robur","Merten's acres","2",2011-04-12,"2011",102
92,"quercus.robur","Merten's acres","2",2015-04-23,"2015",113
92,"quercus.robur","Merten's acres","2",2009-04-14,"2009",104
93,"quercus.robur","Merten's acres","2",2016-04-18,"2016",109
93,"quercus.robur","Merten's acres","2",2015-04-21,"2015",111
93,"quercus.robur","Merten's acres","2",2011-04-16,"2011",106
93,"quercus.robur","Merten's acres","2",2007-04-04,"2007",94
94,"quercus.robur","Merten's acres","2",2007-04-04,"2007",94
94,"quercus.robur","Merten's acres","2",2013-05-01,"2013",121
94,"quercus.robur","Merten's acres","2",2011-04-08,"2011",98
94,"quercus.robur","Merten's acres","2",2017-04-18,"2017",108
96,"quercus.robur","Merten's acres","2",2013-04-25,"2013",115
96,"quercus.robur","Merten's acres","2",2007-04-06,"2007",96
96,"quercus.robur","Merten's acres","2",2023-04-25,"2023",115
96,"quercus.robur","Merten's acres","2",2016-04-18,"2016",109
96,"quercus.robur","Merten's acres","2",2011-04-08,"2011",98
97,"quercus.robur","Merten's acres","2",2011-04-10,"2011",100
97,"quercus.robur","Merten's acres","2",2015-04-17,"2015",107
97,"quercus.robur","Merten's acres","2",2008-04-25,"2008",116
97,"quercus.robur","Merten's acres","2",2013-04-25,"2013",115
97,"quercus.robur","Merten's acres","2",2016-04-18,"2016",109
97,"quercus.robur","Merten's acres","2",2007-04-06,"2007",96
97,"quercus.robur","Merten's acres","2",2023-04-25,"2023",115
98,"quercus.robur","Merten's acres","2",2016-04-13,"2016",104
98,"quercus.robur","Merten's acres","2",2008-04-09,"2008",100
98,"quercus.robur","Merten's acres","2",2011-04-04,"2011",94
98,"quercus.robur","Merten's acres","2",2022-04-11,"2022",101
98,"quercus.robur","Merten's acres","2",2007-04-06,"2007",96
98,"quercus.robur","Merten's acres","2",2021-04-20,"2021",110
99,"quercus.robur","Merten's acres","2",2023-04-25,"2023",115
99,"quercus.robur","Merten's acres","2",2022-04-11,"2022",101
99,"quercus.robur","Merten's acres","2",2021-04-26,"2021",116
99,"quercus.robur","Merten's acres","2",2007-04-06,"2007",96
99,"quercus.robur","Merten's acres","2",2011-04-06,"2011",96
100,"quercus.robur","Observatory ridge","2",2007-04-04,"2007",94
100,"quercus.robur","Observatory ridge","2",2013-04-25,"2013",115
100,"quercus.robur","Observatory ridge","2",2023-04-26,"2023",116
102,"quercus.robur","Observatory ridge","2",2013-04-25,"2013",115
102,"quercus.robur","Observatory ridge","2",2022-04-11,"2022",101
102,"quercus.robur","Observatory ridge","2",2018-04-12,"2018",102
103,"quercus.robur","Observatory ridge","2",2023-04-25,"2023",115
103,"quercus.robur","Observatory ridge","2",2007-04-04,"2007",94
103,"quercus.robur","Observatory ridge","2",2011-04-06,"2011",96
104,"quercus.robur","Observatory ridge","2",2007-04-10,"2007",100
104,"quercus.robur","Observatory ridge","2",2009-04-12,"2009",102
104,"quercus.robur","Observatory ridge","2",2010-04-21,"2010",111
105,"quercus.robur","Observatory ridge","2",2013-04-25,"2013",115
105,"quercus.robur","Observatory ridge","2",2007-04-04,"2007",94
105,"quercus.robur","Observatory ridge","2",2011-04-04,"2011",94
109,"quercus.robur","Observatory ridge","2",2007-04-06,"2007",96
109,"quercus.robur","Observatory ridge","2",2013-04-29,"2013",119
109,"quercus.robur","Observatory ridge","2",2022-04-11,"2022",101
109,"quercus.robur","Observatory ridge","2",2011-04-10,"2011",100
110,"quercus.robur","Observatory ridge","2",2007-04-06,"2007",96
110,"quercus.robur","Observatory ridge","2",2013-04-25,"2013",115
110,"quercus.robur","Observatory ridge","2",2011-04-10,"2011",100
115,"quercus.robur","Observatory ridge","2",2011-04-08,"2011",98
115,"quercus.robur","Observatory ridge","2",2013-04-25,"2013",115
115,"quercus.robur","Observatory ridge","2",2007-04-06,"2007",96
116,"quercus.robur","Observatory ridge","2",2015-04-11,"2015",101
116,"quercus.robur","Observatory ridge","2",2009-03-28,"2009",87
116,"quercus.robur","Observatory ridge","2",2007-04-02,"2007",92
116,"quercus.robur","Observatory ridge","2",2010-04-13,"2010",103
116,"quercus.robur","Observatory ridge","2",2012-03-28,"2012",88
116,"quercus.robur","Observatory ridge","2",2018-04-12,"2018",102
119,"quercus.robur","Observatory ridge","2",2013-04-25,"2013",115
119,"quercus.robur","Observatory ridge","2",2021-04-30,"2021",120
119,"quercus.robur","Observatory ridge","2",2012-04-10,"2012",101
119,"quercus.robur","Observatory ridge","2",2007-04-06,"2007",96
119,"quercus.robur","Observatory ridge","2",2011-04-10,"2011",100
120,"quercus.robur","Observatory ridge","2",2011-04-10,"2011",100
120,"quercus.robur","Observatory ridge","2",2013-04-27,"2013",117
120,"quercus.robur","Observatory ridge","2",2007-04-04,"2007",94
125,"quercus.robur","Observatory ridge","2",2013-04-25,"2013",115
125,"quercus.robur","Observatory ridge","2",2007-04-06,"2007",96
125,"quercus.robur","Observatory ridge","2",2011-04-08,"2011",98
125,"quercus.robur","Observatory ridge","2",2022-04-11,"2022",101
126,"quercus.robur","Observatory ridge","2",2011-04-08,"2011",98
126,"quercus.robur","Observatory ridge","2",2013-04-25,"2013",115
126,"quercus.robur","Observatory ridge","2",2022-04-11,"2022",101
126,"quercus.robur","Observatory ridge","2",2007-04-06,"2007",96
127,"quercus.robur","Observatory ridge","2",2012-03-26,"2012",86
127,"quercus.robur","Observatory ridge","2",2021-04-30,"2021",120
127,"quercus.robur","Observatory ridge","2",2007-04-06,"2007",96
127,"quercus.robur","Observatory ridge","2",2013-04-29,"2013",119
127,"quercus.robur","Observatory ridge","2",2017-04-10,"2017",100
127,"quercus.robur","Observatory ridge","2",2016-04-18,"2016",109
127,"quercus.robur","Observatory ridge","2",2022-04-11,"2022",101
127,"quercus.robur","Observatory ridge","2",2011-04-08,"2011",98
